id,mrp,sku_code,unit_price,sku_description,invoiced_quantity,batch_details,outer_lpn_number,lpn_number,carton_no,lpn_code,packed_quantity,order_type,order_reference,product_id,uom,invoice_number,invoice_date,warehouse,invoiced_by,order_date,customer_info,distributer_id,created_at,updated_at,is_callback,status_wholeseller_id,status_retailer_id,sources,wholesaler_scanned_at,retailer_scanned_at,is_active,is_offline
35539,0,ACM223BSLPS-BLK#85,0.00,AMUL COMFY BLACK SHORT SLIPS,1,[],,RLQTQCY,,,0,Distributors,6141067584,272426,B10,INV-000000085033,2025-02-03,JGH_1100,madesh,2025-02-01,"""{\""city\"":\""GURDASPUR\"",\""name\"":\""SHRI ANAND GARMENT\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":424,\""phone_number\"":null}""",6159,2025-02-03 17:14:19,2026-07-01 13:15:33,1,,56137,tirupur,,2026-07-01 13:15:33,1,0
43508,0,ACM001SRN#73,0.00,AMUL COMFY VEST S RN WHITE,1,[],,LGKNIFM,,,0,Distributors,6141068491,270287,B10,INV-000000085389,2025-02-04,JGH_1100,ranjit,2025-02-03,"""{\""city\"":\""GURGAON\"",\""name\"":\""PRINCE HOSIERY\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":480,\""phone_number\"":null}""",6090,2025-02-04 10:02:19,2026-07-03 10:00:25,1,,51473,tirupur,,2026-07-03 10:00:25,1,0
54015,0,ASP162BAST#M,80.00,ASP162BAST#M,1,[],,PWZLRDJ,,,0,Distributor,M,286862,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""BIJAPUR\"",\""name\"":\""MARUTI COLLECTION\"",\""state\"":11,\""country\"":\""India\"",\""pincode\"":586101,\""email_id\"":\""tilokram987@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":5873,\""phone_number\"":8095867727}""",5873,2025-02-04 16:02:52,2026-07-01 17:15:33,0,,63118,tirupur,,2026-07-01 17:15:33,1,0
66412,0,ACM204BBLMR#100,87.75,AMUL COMFY PRINT DEEP B I.E. BLOOMER,1,[],,THTZXAF,,,0,Distributors,6141068734,271959,B10,INV-000000085992,2025-02-04,JGH_1100,madesh,2025-02-03,"""{\""city\"":\""DELHI\"",\""name\"":\""AHUJA AGENCIES\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":9,\""phone_number\"":null}""",6301,2025-02-04 17:29:10,2026-07-03 18:20:37,1,49225,62169,tirupur,2025-07-28 13:46:11,2026-07-03 18:20:37,1,0
66431,0,ACM204BBLMR#100,87.75,AMUL COMFY PRINT DEEP B I.E. BLOOMER,1,[],,NIXCQRQ,,,0,Distributors,6141068734,271959,B10,INV-000000085992,2025-02-04,JGH_1100,madesh,2025-02-03,"""{\""city\"":\""DELHI\"",\""name\"":\""AHUJA AGENCIES\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":9,\""phone_number\"":null}""",6301,2025-02-04 17:29:10,2026-07-03 18:20:22,1,49225,62169,tirupur,2025-07-28 13:46:12,2026-07-03 18:20:22,1,0
75099,0,APR001BPNTS1AST#95,0.00,AMUL PRIYA PLAIN PANTY (1 PC PACK),1,[],,NJJYIYV,,,0,Distributors,6141069169,284552,B10,INV-000000086172,2025-02-04,JGH_1100,madesh,2025-02-03,"""{\""city\"":\""LUDHIANA\"",\""name\"":\""SHREE G.T.B. SALES AGENCIES\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":731,\""phone_number\"":null}""",6169,2025-02-04 18:19:45,2026-07-04 15:49:46,1,,60311,tirupur,,2026-07-04 15:49:46,1,0
87243,0,ACM023BTRNK2AST#80,80.00,ACM023BTRNK2AST#80,1,[],,SHZJXGZ,,,0,Distributor,80,270964,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""PONTA SAHIB\"",\""name\"":\""CHOUDHARY TRADERS\"",\""state\"":9,\""country\"":\""India\"",\""pincode\"":173025,\""email_id\"":\""sandeepsingh20517@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6121,\""phone_number\"":8219056002}""",6121,2025-02-05 11:44:43,2026-07-01 21:21:41,0,,48798,tirupur,,2026-07-01 21:21:41,1,0
87274,0,APR002BPNTS0AST#80,80.00,APR002BPNTS0AST#80,1,[],,MHDYNUC,,,0,Distributor,80,284572,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:45:35,2026-07-03 19:01:16,0,,71711,tirupur,,2026-07-03 19:01:16,1,0
87427,0,APR002BPNTS0AST#85,80.00,APR002BPNTS0AST#85,1,[],,UMEKCPK,,,0,Distributor,85,284573,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:49:27,2026-07-03 19:01:16,0,,71711,tirupur,,2026-07-03 19:01:16,1,0
87551,0,APR002BPNTS0AST #90,80.00,APR002BPNTS0AST #90,1,[],,KMJYHHN,,,0,Distributor,90,284574,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:52:15,2026-07-03 19:01:15,0,,71711,tirupur,,2026-07-03 19:01:15,1,0
87687,0,APR002BPNTS0AST#95,80.00,APR002BPNTS0AST#95,1,[],,RLECNJQ,,,0,Distributor,95,284575,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:54:47,2026-07-03 19:01:15,0,,71711,tirupur,,2026-07-03 19:01:15,1,0
87773,0,APR001BPNTS1AST#80,80.00,APR001BPNTS1AST#80,1,[],,OZEZSYR,,,0,Distributor,80,284549,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:57:11,2026-07-03 19:01:16,0,,71711,tirupur,,2026-07-03 19:01:16,1,0
87784,0,APR001BPNTS1AST#80,80.00,APR001BPNTS1AST#80,1,[],,APCCTRS,,,0,Distributor,80,284549,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:57:30,2026-07-03 19:01:15,0,,71711,tirupur,,2026-07-03 19:01:15,1,0
87791,0,APR001BPNTS1AST#80,80.00,APR001BPNTS1AST#80,1,[],,YPMDKKK,,,0,Distributor,80,284549,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:57:38,2026-07-03 19:01:16,0,,71711,tirupur,,2026-07-03 19:01:16,1,0
87858,0,APR001BPNTS1AST #85,80.00,APR001BPNTS1AST #85,1,[],,XGSECSF,,,0,Distributor,85,284550,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:59:08,2026-07-03 19:01:16,0,,71711,tirupur,,2026-07-03 19:01:16,1,0
87866,0,APR001BPNTS1AST#85,80.00,APR001BPNTS1AST#85,1,[],,IQAQCRY,,,0,Distributor,85,284550,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:59:16,2026-07-03 19:01:15,0,,71711,tirupur,,2026-07-03 19:01:15,1,0
87872,0,APR001BPNTS1AST #85,80.00,APR001BPNTS1AST #85,1,[],,SZERXAS,,,0,Distributor,85,284550,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:59:22,2026-07-03 19:01:15,0,,71711,tirupur,,2026-07-03 19:01:15,1,0
87877,0,APR001BPNTS1AST #85,80.00,APR001BPNTS1AST #85,1,[],,CZAEZHH,,,0,Distributor,85,284550,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 11:59:28,2026-07-03 19:01:15,0,,71711,tirupur,,2026-07-03 19:01:15,1,0
88302,0,APR001BPNTS1AST#90,80.00,APR001BPNTS1AST#90,1,[],,HLWFCGM,,,0,Distributor,90,284551,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 12:04:25,2026-07-01 18:05:51,0,,65440,tirupur,,2026-07-01 18:05:51,1,0
88343,0,APR001BPNTS1AST#90,80.00,APR001BPNTS1AST#90,1,[],,DRSIQHG,,,0,Distributor,90,284551,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 12:04:48,2026-07-03 19:01:15,0,,71711,tirupur,,2026-07-03 19:01:15,1,0
88354,0,APR001BPNTS1AST#90,80.00,APR001BPNTS1AST#90,1,[],,ITARRWH,,,0,Distributor,90,284551,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":null,\""name\"":\""SRI VELAVAN TRADERS\"",\""state\"":23,\""country\"":\""India\"",\""pincode\"":null,\""email_id\"":\""Srivelavan.jcky@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6308,\""phone_number\"":9976901818}""",6308,2025-02-05 12:04:57,2026-07-03 19:01:15,0,,71711,tirupur,,2026-07-03 19:01:15,1,0
89367,0,ACM021BTRNK2AST#100,127.18,AMUL COMFY COLOUR B TRUNKS IE 2/10,1,[],,MRDKDDC,,,0,Distributors,6141068350,270867,B10,INV-000000086376,2025-02-05,JGH_1100,vicky,2025-02-03,"""{\""city\"":\""GURGAON\"",\""name\"":\""PRINCE HOSIERY\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":480,\""phone_number\"":null}""",6090,2025-02-05 12:19:53,2026-07-04 20:24:00,1,,68496,tirupur,,2026-07-04 20:24:00,1,0
89421,0,ACM021BTRNK2AST#100,127.18,AMUL COMFY COLOUR B TRUNKS IE 2/10,1,[],,MWVXGEA,,,0,Distributors,6141068349,270867,B10,INV-000000086377,2025-02-05,JGH_1100,vicky,2025-02-03,"""{\""city\"":\""GURGAON\"",\""name\"":\""PRINCE HOSIERY\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":480,\""phone_number\"":null}""",6090,2025-02-05 12:20:22,2026-07-04 20:24:00,1,,68496,tirupur,,2026-07-04 20:24:00,1,0
90881,0,ASP042BAST#M,80.00,ASP042BAST#M,1,[],,DBSPVWZ,,,0,Distributor,M,286419,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""HOSKOTE\"",\""name\"":\""BYRAVESHWARA ENTERPRISES\"",\""state\"":11,\""country\"":\""India\"",\""pincode\"":562114,\""email_id\"":\""rajashekarakv@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":5879,\""phone_number\"":9449112480}""",5879,2025-02-05 12:40:26,2026-07-02 18:15:30,0,,51525,tirupur,,2026-07-02 18:15:30,1,0
92618,0,ACM002BRN2P#85,80.00,ACM002BRN2P#85,1,[],,MJEDGAQ,,,0,Distributor,85,270326,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""HOSKOTE\"",\""name\"":\""BYRAVESHWARA ENTERPRISES\"",\""state\"":11,\""country\"":\""India\"",\""pincode\"":562114,\""email_id\"":\""rajashekarakv@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":5879,\""phone_number\"":9449112480}""",5879,2025-02-05 13:10:09,2026-07-01 16:59:01,0,,77754,tirupur,,2026-07-01 16:59:01,1,0
92876,0,ACM002BRN#90,80.00,ACM002BRN#90,1,[],,JRRBSHU,,,0,Distributor,90,270333,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""HOSKOTE\"",\""name\"":\""BYRAVESHWARA ENTERPRISES\"",\""state\"":11,\""country\"":\""India\"",\""pincode\"":562114,\""email_id\"":\""rajashekarakv@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":5879,\""phone_number\"":9449112480}""",5879,2025-02-05 13:15:19,2026-07-01 17:00:17,0,,77754,tirupur,,2026-07-01 17:00:17,1,0
95158,0,ACM001SRN#50,0.00,AMUL COMFY VEST S RN WHITE,1,[],,YGCAFXH,,,0,Distributors,6141068996,270282,B10,INV-000000086433,2025-02-05,JGH_1100,balu,2025-02-03,"""{\""city\"":\""THANE\"",\""name\"":\""PADMAVATI DISTRIBUTORS\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":132,\""phone_number\"":null}""",5993,2025-02-05 13:32:43,2026-07-04 19:54:22,1,,54117,tirupur,,2026-07-04 19:54:22,1,0
107091,0,ACM061BRN#M,80.00,ACM061BRN#M,1,[],,EGSRBOH,,,0,Distributor,M,271696,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""DAVANAGERE\"",\""name\"":\""KANTHI HANDLOOMS\"",\""state\"":11,\""country\"":\""India\"",\""pincode\"":577001,\""email_id\"":\""kantihandloomsdvg@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":5885,\""phone_number\"":9844380241}""",5885,2025-02-05 16:01:42,2026-07-01 15:00:44,0,,62721,tirupur,,2026-07-01 15:00:44,1,0
109775,0,ACM025STRNK#60,80.00,ACM025STRNK#60,1,[],,BTEOBQQ,,,0,Distributor,60,271123,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""DAVANAGERE\"",\""name\"":\""KANTHI HANDLOOMS\"",\""state\"":11,\""country\"":\""India\"",\""pincode\"":577001,\""email_id\"":\""kantihandloomsdvg@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":5885,\""phone_number\"":9844380241}""",5885,2025-02-05 16:57:21,2026-07-01 14:59:21,0,,62721,tirupur,,2026-07-01 14:59:21,1,0
111980,0,APR001BPNTS0AST#75,80.00,APR001BPNTS0AST#75,1,[],,PQYWLWU,,,0,Distributor,75,284537,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""GWALIOR\"",\""name\"":\""POOJA INTERNATIONAL\"",\""state\"":13,\""country\"":\""India\"",\""pincode\"":474001,\""email_id\"":\""hkukreja08@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6036,\""phone_number\"":9303154321}""",6036,2025-02-05 17:44:03,2026-07-01 15:47:16,0,,77770,tirupur,,2026-07-01 15:47:16,1,0
116087,0,ASP032BWHT#XXL,0.00,SPORTO 222 WHITE,1,[],,GNPKPZP,,,0,Distributors,6141069238,286279,B5,INV-000000086940,2025-02-05,JGH_1100,santhosh,2025-02-03,"""{\""city\"":\""ROHTAK\"",\""name\"":\""LALJI TRADERS\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":313,\""phone_number\"":null}""",6102,2025-02-05 18:58:06,2026-07-03 17:26:09,1,,68090,tirupur,,2026-07-03 17:26:09,1,0
